id,order,size,cr,lambda_2,lambda_2_mult,lcr,ucr,lambda_n,lambda_n_mult,edge_orbits,vertex_orbits,group_size,bipartite,regular,1_walk_regular
178,8,27,False,6.0,1,False,True,8.0,6,2.0,2.0,1440.0,0.0,0.0,False
572,8,22,False,4.0,3,False,True,8.0,4,2.0,2.0,576.0,0.0,0.0,False
664,8,13,False,2.0,5,False,True,8.0,2,2.0,2.0,1440.0,0.0,0.0,False
680,8,18,False,3.0,4,False,True,8.0,3,2.0,2.0,720.0,0.0,0.0,False
19176,8,18,False,3.0,2,True,False,8.0,1,2.0,2.0,24.0,0.0,0.0,False
21609,8,23,False,5.0,2,False,True,8.0,3,4.0,3.0,48.0,0.0,0.0,False
35477,8,12,False,1.0,1,True,False,6.561553,1,2.0,3.0,16.0,1.0,0.0,False
51465,8,12,False,1.267949,2,True,False,6.0,1,2.0,2.0,8.0,0.0,0.0,False
182,9,15,False,2.0,6,False,True,9.0,2,2.0,2.0,10080.0,0.0,0.0,False
234,9,30,False,5.0,3,False,True,9.0,5,2.0,2.0,2880.0,0.0,0.0,False
306,9,21,False,3.0,5,False,True,9.0,3,2.0,2.0,4320.0,0.0,0.0,False
374,9,30,False,6.0,2,False,True,9.0,3,2.0,2.0,288.0,0.0,0.0,False
376,9,33,False,6.0,2,False,True,9.0,6,2.0,2.0,4320.0,0.0,0.0,False
394,9,32,False,7.0,4,False,True,9.0,4,2.0,2.0,384.0,0.0,0.0,False
396,9,35,False,7.0,1,False,True,9.0,7,2.0,2.0,10080.0,0.0,0.0,False
410,9,26,False,4.0,4,False,True,9.0,4,2.0,2.0,2880.0,0.0,0.0,False
33503,9,18,False,2.0,1,False,True,6.0,3,2.0,2.0,12.0,0.0,1.0,False
49474,9,12,False,1.267949,2,True,False,5.0,1,2.0,2.0,12.0,0.0,0.0,False
52391,9,12,False,1.0,2,True,False,6.0,1,2.0,3.0,8.0,1.0,0.0,False
53732,9,18,False,2.120615,2,False,True,6.0,2,2.0,1.0,18.0,0.0,1.0,False
56045,9,12,False,1.0,1,False,True,4.732051,2,2.0,2.0,12.0,0.0,0.0,False
92,10,30,False,4.0,5,False,True,10.0,4,2.0,2.0,17280.0,0.0,0.0,False
134,10,37,False,7.0,4,False,True,10.0,3,3.0,2.0,576.0,0.0,0.0,False
136,10,42,False,7.0,2,False,True,10.0,7,2.0,2.0,30240.0,0.0,0.0,False
150,10,44,False,8.0,1,False,True,10.0,8,2.0,2.0,80640.0,0.0,0.0,False
250,10,17,False,2.0,7,False,True,10.0,2,2.0,2.0,80640.0,0.0,0.0,False
254,10,35,False,5.0,4,False,True,10.0,5,2.0,2.0,14400.0,0.0,0.0,False
512,10,24,False,3.0,6,False,True,10.0,3,2.0,2.0,30240.0,0.0,0.0,False
652,10,33,False,6.0,3,False,True,10.0,2,2.0,2.0,1728.0,0.0,0.0,False
654,10,39,False,6.0,3,False,True,10.0,6,2.0,2.0,17280.0,0.0,0.0,False
32427,10,30,False,5.0,2,True,False,10.0,1,2.0,2.0,288.0,0.0,1.0,False
32437,10,28,False,4.0,5,False,True,10.0,2,2.0,2.0,5760.0,0.0,0.0,False
51372,10,15,False,1.381966,2,True,False,6.236068,2,2.0,2.0,10.0,0.0,0.0,False
32561,11,49,False,8.0,4,False,True,11.0,6,3.0,2.0,8640.0,0.0,0.0,False
32569,11,43,False,7.0,6,False,True,11.0,4,3.0,2.0,6912.0,0.0,0.0,False
32593,11,34,False,4.0,6,False,True,11.0,4,2.0,2.0,120960.0,0.0,0.0,False
32641,11,27,False,3.0,7,False,True,11.0,3,2.0,2.0,241920.0,0.0,0.0,False
32752,11,20,False,1.0,1,True,False,8.372281,1,2.0,3.0,192.0,1.0,0.0,False
50503,11,15,False,1.0,2,True,False,5.302776,1,3.0,3.0,6.0,0.0,0.0,False
51334,11,40,False,7.0,6,False,True,11.0,2,2.0,2.0,6912.0,0.0,0.0,False
32782,12,51,False,6.0,5,False,True,12.0,6,2.0,2.0,518400.0,0.0,0.0,False
32866,12,21,False,2.0,9,False,True,12.0,2,2.0,2.0,7257600.0,0.0,0.0,False
32988,12,24,False,2.0,3,False,True,6.0,5,3.0,2.0,32.0,0.0,1.0,False
33221,12,30,False,4.0,6,True,False,8.0,3,2.0,1.0,48.0,0.0,1.0,False
33223,12,36,False,4.0,3,False,True,8.0,6,2.0,1.0,48.0,0.0,1.0,False
33319,12,24,False,3.0,6,True,False,7.0,2,2.0,1.0,48.0,0.0,1.0,False
33393,12,36,False,4.0,2,False,True,9.0,2,2.0,1.0,48.0,0.0,1.0,False
33397,12,36,False,4.0,1,False,True,9.0,2,3.0,2.0,24.0,0.0,1.0,False
33530,12,24,False,2.0,2,False,True,6.0,4,5.0,3.0,16.0,0.0,1.0,False
33532,12,24,False,2.0,2,False,True,6.0,4,2.0,2.0,16.0,0.0,1.0,False
33633,12,18,False,1.0,2,True,False,7.645751,1,3.0,4.0,12.0,1.0,0.0,False
54266,12,36,False,4.0,1,False,True,9.0,2,3.0,1.0,24.0,0.0,1.0,False
55771,12,24,False,1.267949,2,False,True,6.0,4,2.0,1.0,24.0,0.0,1.0,False
55776,12,30,False,4.0,5,True,False,8.732051,2,3.0,1.0,24.0,0.0,1.0,False
55778,12,36,False,3.267949,2,False,True,8.0,5,3.0,1.0,24.0,0.0,1.0,False
51333,13,56,False,8.0,4,False,True,13.0,2,2.0,2.0,138240.0,0.0,0.0,False
51467,13,24,False,1.0,2,True,False,7.561553,1,3.0,3.0,12.0,0.0,0.0,False
54325,13,18,False,1.0,2,True,False,5.732051,1,2.0,3.0,24.0,1.0,0.0,False
51332,14,65,False,9.0,8,False,True,14.0,2,2.0,2.0,691200.0,0.0,0.0,False
50484,15,30,False,1.381966,2,False,True,6.0,5,2.0,2.0,20.0,0.0,1.0,False
51169,15,45,False,5.0,8,True,False,9.732051,2,5.0,2.0,24.0,0.0,1.0,False
52594,16,32,True,2.0,2,True,True,8.0,1,5.0,2.0,12.0,1.0,1.0,False
1116,18,45,False,3.0,6,True,False,9.0,2,2.0,1.0,432.0,0.0,1.0,False
34002,18,36,False,1.438447,1,False,True,6.0,6,4.0,3.0,16.0,0.0,1.0,False
48188,18,36,False,1.0,1,False,True,6.0,6,6.0,4.0,12.0,0.0,1.0,False
50485,18,36,False,0.877305,1,False,True,6.0,6,19.0,11.0,2.0,0.0,1.0,False
51457,18,48,False,2.0,3,True,False,8.44949,2,2.0,2.0,48.0,0.0,0.0,False
51488,18,36,False,1.0,3,False,True,6.0,6,2.0,2.0,24.0,0.0,1.0,False
52906,19,30,False,1.0,3,True,False,7.44949,1,3.0,3.0,24.0,0.0,0.0,False
1004,20,30,True,1.0,3,True,True,6.0,1,3.0,3.0,24.0,1.0,1.0,False
33538,20,30,True,1.0,3,True,True,6.0,1,7.0,5.0,8.0,1.0,1.0,False
50494,20,40,False,2.0,6,True,False,7.0,4,2.0,1.0,240.0,0.0,1.0,False
50623,20,60,False,4.0,2,False,True,10.854102,2,2.0,1.0,80.0,0.0,1.0,False
50624,20,60,False,4.043705,2,False,True,10.854102,2,3.0,2.0,30.0,0.0,1.0,False
50625,20,60,False,4.0,1,False,True,10.854102,2,3.0,1.0,40.0,0.0,1.0,False
50626,20,60,False,4.0,1,False,True,10.854102,2,3.0,2.0,40.0,0.0,1.0,False
50405,21,48,True,3.0,11,True,True,7.0,9,2.0,2.0,432.0,0.0,0.0,False
51291,21,36,False,1.157764,1,False,True,7.0,1,24.0,16.0,2.0,1.0,0.0,False
52835,21,44,False,2.267949,4,False,True,7.0,5,3.0,3.0,96.0,0.0,0.0,False
16769,24,72,True,4.0,8,True,True,10.0,4,2.0,1.0,384.0,0.0,1.0,False
16771,24,72,False,4.0,7,False,True,10.0,4,4.0,2.0,128.0,0.0,1.0,False
16861,24,72,False,4.0,6,False,True,10.0,4,4.0,2.0,128.0,0.0,1.0,False
16875,24,72,False,4.0,7,True,False,10.0,3,3.0,1.0,144.0,0.0,1.0,False
16885,24,72,False,4.0,5,False,True,10.0,4,2.0,1.0,384.0,0.0,1.0,False
16943,24,72,False,4.0,3,True,False,9.645751,4,6.0,5.0,24.0,0.0,1.0,False
36335,24,36,False,1.0,5,True,False,5.561553,3,2.0,1.0,48.0,0.0,1.0,False
49996,24,48,False,2.0,6,True,False,7.236068,1,4.0,3.0,16.0,0.0,1.0,False
49997,24,48,False,2.0,6,True,False,7.236068,1,4.0,3.0,16.0,0.0,1.0,False
51279,24,120,False,8.0,11,True,False,14.0,4,2.0,1.0,192.0,0.0,1.0,False
51361,24,72,False,2.0,3,False,True,8.0,12,3.0,1.0,48.0,0.0,1.0,False
52605,24,108,False,8.0,17,True,False,14.0,4,2.0,1.0,1152.0,0.0,1.0,False
53118,24,156,False,12.0,16,True,False,18.0,4,3.0,1.0,192.0,0.0,1.0,False
54267,24,96,False,4.0,1,False,True,12.0,2,4.0,1.0,48.0,0.0,1.0,False
52767,25,40,False,1.0,5,True,False,9.316625,1,3.0,3.0,32.0,0.0,0.0,False
2693,28,124,False,7.0,10,True,False,15.0,2,4.0,2.0,196608.0,0.0,0.0,False
1188,30,120,False,2.763932,3,False,True,10.0,18,2.0,1.0,120.0,0.0,1.0,False
1290,30,75,False,3.0,8,True,False,8.0,4,8.0,4.0,20.0,0.0,1.0,False
2229,30,120,False,6.0,6,True,False,12.579946,2,6.0,2.0,80.0,0.0,1.0,False
50712,30,150,True,6.90983,2,True,True,18.09017,2,2.0,1.0,480.0,0.0,1.0,False
50719,30,150,False,6.381966,2,False,True,15.0,2,5.0,1.0,60.0,0.0,1.0,False
7004,32,80,False,2.0,4,False,True,8.0,9,2.0,1.0,768.0,0.0,1.0,False
51402,32,84,False,1.107814,3,False,True,8.0,2,3.0,2.0,48.0,0.0,0.0,False
50763,35,140,False,5.24396,2,False,True,14.472136,2,4.0,1.0,70.0,0.0,1.0,False
50764,35,210,True,8.291796,2,True,True,21.708204,2,6.0,1.0,70.0,0.0,1.0,False
52508,35,70,True,1.506041,2,True,True,7.603875,2,5.0,3.0,14.0,0.0,1.0,False
50777,36,144,False,6.0,17,True,False,13.75877,2,2.0,1.0,144.0,0.0,1.0,False
51207,36,72,False,0.438447,3,False,True,6.0,12,2.0,2.0,48.0,0.0,1.0,False
51486,36,72,False,0.585786,3,False,True,6.0,13,2.0,2.0,48.0,0.0,1.0,False
56127,36,108,False,2.0,2,False,True,9.0,8,4.0,2.0,96.0,0.0,1.0,False
50825,40,80,True,1.171573,2,True,True,8.0,1,4.0,1.0,40.0,1.0,1.0,False
50833,40,180,True,6.0,7,True,True,15.0,4,2.0,1.0,960.0,0.0,1.0,False
50834,40,180,False,6.0,6,True,False,14.44949,4,2.0,1.0,240.0,0.0,1.0,False
50838,40,240,False,8.0,2,False,True,21.708204,2,2.0,1.0,83886080.0,0.0,1.0,False
50840,40,280,True,9.673762,2,True,True,25.326238,2,2.0,1.0,3840.0,0.0,1.0,False
53949,40,240,False,5.527864,3,False,True,15.0,8,2.0,1.0,240.0,0.0,1.0,False
50489,42,84,False,0.275641,2,False,True,6.0,14,10.0,6.0,48.0,0.0,1.0,False
50880,42,294,False,10.926815,6,False,True,21.0,2,4.0,1.0,84.0,0.0,1.0,False
50881,42,420,False,17.0,6,False,True,30.0,2,3.0,1.0,252.0,0.0,1.0,False
52603,42,420,False,17.0,18,False,True,24.0,17,4.0,1.0,126.0,0.0,1.0,False
50907,45,270,True,8.291796,2,True,True,21.708204,2,4.0,1.0,180.0,0.0,1.0,False
50908,45,360,True,11.055728,2,True,True,28.944272,2,3.0,1.0,1620.0,0.0,1.0,False
56128,45,135,False,2.0,5,False,True,9.0,10,2.0,1.0,720.0,0.0,1.0,False
51450,48,144,False,1.0,3,False,True,8.0,24,4.0,2.0,48.0,0.0,1.0,False
50490,54,108,False,0.238443,3,False,True,6.0,18,4.0,3.0,384.0,0.0,1.0,False
36684,60,90,False,0.585786,9,True,False,5.675131,6,2.0,1.0,120.0,0.0,1.0,False
51394,60,180,False,0.921696,3,False,True,9.0,10,2.0,1.0,120.0,0.0,1.0,False
51408,60,180,False,0.763932,3,False,True,8.0,30,3.0,1.0,120.0,0.0,1.0,False
51453,60,240,False,1.354249,3,False,True,10.0,36,10.0,3.0,24.0,0.0,1.0,False
51456,60,180,False,1.843675,6,False,True,9.0,4,2.0,1.0,120.0,0.0,1.0,False
36774,64,96,True,0.585786,8,True,True,6.0,1,2.0,1.0,256.0,1.0,1.0,False
51393,72,144,False,0.267949,3,False,True,6.0,25,3.0,3.0,48.0,0.0,1.0,False
51484,90,180,False,0.157764,3,False,True,6.0,30,2.0,2.0,120.0,0.0,1.0,False
51485,90,180,False,0.243402,3,False,True,6.0,30,2.0,2.0,120.0,0.0,1.0,False
37383,96,144,False,0.363595,6,False,True,5.732051,6,2.0,1.0,192.0,0.0,1.0,False
37844,112,168,True,0.451675,6,True,True,6.0,1,3.0,1.0,112.0,1.0,1.0,False
38050,120,180,False,0.438447,10,True,False,5.709275,6,2.0,1.0,240.0,0.0,1.0,False
38079,120,180,False,0.243402,3,False,True,5.618034,6,2.0,1.0,240.0,0.0,1.0,False
38121,120,180,False,0.381966,6,True,False,5.756598,6,2.0,1.0,240.0,0.0,1.0,False
51415,120,900,True,10.0,24,True,True,30.0,1,2.0,1.0,46080.0,1.0,1.0,False
51449,120,360,False,0.381966,3,False,True,8.0,60,4.0,2.0,120.0,0.0,1.0,False
38883,144,216,True,0.354249,6,True,True,6.0,1,2.0,1.0,288.0,1.0,1.0,False
38981,144,216,True,0.354249,8,True,True,6.0,1,2.0,1.0,288.0,1.0,1.0,False
38999,144,216,False,0.318669,3,False,True,5.732051,7,3.0,1.0,144.0,0.0,1.0,False
51455,150,600,False,0.512111,3,False,True,10.0,90,10.0,3.0,60.0,0.0,1.0,False
39245,156,234,True,0.32794,6,True,True,6.0,1,2.0,1.0,156.0,1.0,1.0,False
39539,160,240,True,0.381966,10,True,True,6.0,1,2.0,1.0,320.0,1.0,1.0,False
39543,160,240,False,0.381966,7,True,False,5.791288,5,2.0,1.0,320.0,0.0,1.0,False
39917,168,252,False,0.271947,6,False,True,5.732051,7,2.0,1.0,336.0,0.0,1.0,False
51392,180,360,False,0.097887,3,False,True,6.0,61,3.0,3.0,120.0,0.0,1.0,False
40697,192,288,True,0.267949,6,True,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
40777,192,288,True,0.267949,6,True,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
40779,192,288,False,0.318669,6,False,True,5.732051,8,2.0,1.0,384.0,0.0,1.0,False
40781,192,288,False,0.267949,2,False,True,5.732051,6,2.0,1.0,384.0,0.0,1.0,False
40785,192,288,False,0.221543,4,False,True,5.732051,6,2.0,1.0,384.0,0.0,1.0,False
40787,192,288,False,0.363595,6,False,True,5.732051,6,2.0,1.0,384.0,0.0,1.0,False
40789,192,288,False,0.363595,6,False,True,5.732051,6,2.0,1.0,384.0,0.0,1.0,False
40969,192,288,True,0.267949,6,True,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
40983,192,288,True,0.267949,6,True,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
40997,192,288,True,0.267949,6,True,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
41149,192,288,False,0.363595,6,False,True,5.732051,6,3.0,1.0,192.0,0.0,1.0,False
41151,192,288,False,0.180787,4,False,True,5.732051,6,3.0,1.0,192.0,0.0,1.0,False
41153,192,288,False,0.318669,4,False,True,5.732051,6,3.0,1.0,192.0,0.0,1.0,False
41729,208,312,True,0.247722,6,True,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
42085,216,324,True,0.267949,8,True,True,6.0,1,2.0,1.0,432.0,1.0,1.0,False
42105,216,324,True,0.354249,6,True,True,6.0,1,2.0,1.0,216.0,1.0,1.0,False
56133,220,2200,True,16.0,110,True,True,25.0,88,2.0,1.0,15840.0,0.0,1.0,False
42673,228,342,True,0.226397,6,True,True,6.0,1,2.0,1.0,228.0,1.0,1.0,False
42921,234,351,True,0.32794,6,True,True,6.0,1,2.0,1.0,234.0,1.0,1.0,False
